name,type,betweenness,community
Air Programs,mentioned_only,0.0,52
Alec Chisholms,mentioned_only,0.0,52
Brisbane Writers Guild,mentioned_only,0.0,52
Clem Christeson,mentioned_only,0.0,52
Donald Cameron,mentioned_only,0.0,52
Enid Morton,mentioned_only,0.0,52
Helen Cameron Roberts,mentioned_only,0.0,52
Hilda Brotherton,mentioned_only,0.0,52
Joan Hendry,mentioned_only,0.0,52
Karol Boyar,mentioned_only,0.0,52
Kathleen Murchie,mentioned_only,0.0,52
Larry Chaplin,mentioned_only,0.0,52
Librarian Mitchell Library,mentioned_only,0.0,52
Mary Ann,mentioned_only,0.0,52
Mary Gilmore Awards,mentioned_only,0.0,52
Mary Gilmore DBE,mentioned_only,0.0,52
Mary Jean Gilmore,mentioned_only,0.0,52
Mary Vale,mentioned_only,0.0,52
Mrs Gollan Lewis,mentioned_only,0.0,52
Private E. Glattauer,mentioned_only,0.0,52
Raynor Holl,mentioned_only,0.0,52
Rose Webster,mentioned_only,0.0,52
Sybil Thorndike,mentioned_only,0.0,52
Walter J. Hucker,mentioned_only,0.0,52
William Farmer Whyte,mentioned_only,0.0001739431234417,45
née Cameron,mentioned_only,0.0,52
George Mack,mentioned_only,0.0,52
Mary E. Fullerton,mentioned_only,0.0,52
Mary Eliza Fullerton,mentioned_only,0.0,52
Mary Fullerton,mentioned_only,0.0,52
W.Y. Fullerton,mentioned_only,0.0,52
Caroline Jones,mentioned_only,0.0,216
Christina Stead Award,mentioned_only,0.0,216
Damien Parer,mentioned_only,0.0,216
Damien Peter Parer,mentioned_only,0.0,216
Ed Campion,mentioned_only,0.0,216
Hiroshi Kibori,mentioned_only,0.0,216
Irene Stevens,mentioned_only,0.0,216
Maslyn Williams',mentioned_only,0.0,216
Ned Mosby,mentioned_only,0.0,216
Paul Glynn,mentioned_only,0.0,216
Robert Foster,mentioned_only,0.0,216
Robert Ronald Maslyn,mentioned_only,0.0,216
Ron Maslyn,mentioned_only,0.0,216
Ron Maslyn Williams,mentioned_only,0.0,216
Ruth Alexander,mentioned_only,0.0,216
Ruth D. Alexander,mentioned_only,0.0,216
Thomas Cude,mentioned_only,0.0,216
Eden Monaro,mentioned_only,0.0,272
Ian Sinclair,mentioned_only,0.0,272
Malcolm Cram,mentioned_only,0.0,272
Murray Sainsbury,mentioned_only,0.0,272
Maurice Edward Wills,mentioned_only,0.0,136
Catherine Hennessy,mentioned_only,0.0,26
Chris Tangey,mentioned_only,0.0,26
Cole Turnley,mentioned_only,0.0,26
Derek Smith,mentioned_only,0.0,26
Douglas Nicholls,mentioned_only,0.0,26
E.W. Cole,mentioned_only,0.0,26
Edward Vidler,mentioned_only,0.0,26
George Robinson,mentioned_only,0.0,26
Jackie McDonald,mentioned_only,0.0,26
Pastor Doug,mentioned_only,0.0,26
W. Heinemann,mentioned_only,0.0,26
Zola Kay,mentioned_only,0.0,26
C.P. Mountford,mentioned_only,0.0,273
J.C. Irwin,mentioned_only,0.0,273
P.J. Kearns,mentioned_only,0.0,273
David Cortright,mentioned_only,0.0,137
Harald Kater,mentioned_only,0.0,137
Jenny Dennis,mentioned_only,0.0,137
von der,mentioned_only,0.0,137
Eric Mackenzie,mentioned_only,0.0,179
Gaol Williams,mentioned_only,0.0,179
Jack Murray,mentioned_only,0.0,179
Joyellen Williams,mentioned_only,0.0,179
Robin Thurston,mentioned_only,0.0,179
Elizabeth Currier,mentioned_only,0.0,172
Frank Devine,mentioned_only,0.0,172
G. Jurkowich,mentioned_only,0.0,172
Graham Dyer,mentioned_only,0.0,172
Greg Copley,mentioned_only,0.0,172
H.W. Arndt,mentioned_only,0.0,172
J.V. Deaver,mentioned_only,0.0,172
James Blanchard,mentioned_only,0.0,172
Larry Henry,mentioned_only,0.0,172
Malcolm Forbes,mentioned_only,0.0,172
Mark Levit,mentioned_only,0.0,172
Milton Friedman,mentioned_only,0.0,172
Ned Chase,mentioned_only,0.0,172
Paul Weaver,mentioned_only,0.0,172
Scott Ivey,mentioned_only,0.0,172
Ann Tovell,mentioned_only,0.0,138
Bryan Gandevia,mentioned_only,0.0,138
M.G. Vincent,mentioned_only,0.0,274
Mrs Thomas,mentioned_only,0.0,274
Reg Vincent,mentioned_only,0.0,274
Andrea Goldsmith,mentioned_only,0.0,26
Barbara Wels,mentioned_only,0.0,26
Craig Smith,mentioned_only,0.0,26
Gordon McDonald Partridge,mentioned_only,0.0,26
Jan Delacourt,mentioned_only,0.0,26
Julie Vivas,mentioned_only,0.0,26
Kilmeny Niland,mentioned_only,0.0,26
Lorraine Ellis,mentioned_only,0.0,26
Morris Gleitzman,mentioned_only,0.0,26
Nicholas Wilton,mentioned_only,0.0,26
Pamela Lofts,mentioned_only,0.0,26
Paul Jennings,mentioned_only,0.0,26
Terry Denton,mentioned_only,0.0,26
Vivienne Goodman,mentioned_only,0.0,26
Cecily Burton,mentioned_only,0.0,139
MS Acc04.115,mentioned_only,0.0,139
Meredith Edwards',mentioned_only,0.0,139
John Wollaston,mentioned_only,0.0,116
Lloyd Austin,mentioned_only,0.0,116
Mervyn Austin,mentioned_only,0.0,116
Neville Austin,mentioned_only,0.0,116
Michael Antony Denborough,mentioned_only,0.0,176
Charles Buckmaster,mentioned_only,0.0,179
Mirka Mora,mentioned_only,0.0001719521078384,176
Ann Moloney,mentioned_only,0.0,141
Catherine Ingall,mentioned_only,0.0,141
Harry Rosengrave,mentioned_only,0.0,141
Harvey Unna,mentioned_only,0.0,141
Kurt Hellmer,mentioned_only,0.0,141
Ted Willis,mentioned_only,0.0,141
Archbishop Ronald Knox,mentioned_only,0.0,275
David Pope,mentioned_only,0.0,275
Roger Pryke,mentioned_only,0.0,275
Samuel Angus,mentioned_only,0.0,275
Tony Peterson,mentioned_only,0.0,275
Val Noon,mentioned_only,0.0,275
County Durham,mentioned_only,0.0,276
Bin Bin,mentioned_only,0.0,52
Stella Maria Sarah Miles Franklin,mentioned_only,0.0,52
Jim Walter,mentioned_only,0.0,78
Joan Jacobs Brumberg,mentioned_only,0.0,78
John Hooker,mentioned_only,0.0,78
Joyce Berkman,mentioned_only,0.0,78
Stuart McIntyre,mentioned_only,0.0,78
Charles Groves,mentioned_only,0.0,96
David Galliver,mentioned_only,0.0,96
David Lockett,mentioned_only,0.0,96
Derek Jones,mentioned_only,0.0,96
Edgar Bainton,mentioned_only,0.0,96
Geoffrey Allen,mentioned_only,0.0,96
Gordon Jacob,mentioned_only,0.0,96
John Carmichael,mentioned_only,0.0,96
Joseph Rezits,mentioned_only,0.0,96
Kendall Taylor,mentioned_only,0.0,96
Marcus Edwards,mentioned_only,0.0,96
Mary Mageau,mentioned_only,0.0,96
Max Keogh,mentioned_only,0.0,96
Miraiam Hyde,mentioned_only,0.0,96
Miriam Beatrice Hyde,mentioned_only,0.0,96
Rex Hobcroft,mentioned_only,0.0,96
Ruth Gipps,mentioned_only,0.0,96
Selma Epstein,mentioned_only,0.0,96
Victor Sangiorgio,mentioned_only,0.0,96
Mahomet Bondan,mentioned_only,0.0,277
Mary (Molly) Warner,mentioned_only,0.0,277
Harry Ehret Grover,mentioned_only,0.0,64
Harry Grover,mentioned_only,0.0,64
G. Emmett,mentioned_only,0.0,94
Tony Glynn,mentioned_only,0.0,94
Quartet Books,mentioned_only,0.0,142
Anita Brookner,mentioned_only,0.0,40
Bettina Arndt,mentioned_only,0.0,40
John Button,mentioned_only,0.0002474893981082,40
Michael Hulse,mentioned_only,0.0,40
NLA MS 6645,mentioned_only,0.0,40
Frank Bartley,mentioned_only,0.0,143
W.F. Riddiford,mentioned_only,0.0,143
C.P. FitzGerald,mentioned_only,0.0,265
Myra Ellen Roper,mentioned_only,0.0,265
Pu Jie,mentioned_only,0.0,265
Albert Smith,mentioned_only,0.0,52
Mrs Doris Chambers,mentioned_only,0.0,52
Mrytle Rose White,mentioned_only,0.0,52
MS Acc11.124,mentioned_only,0.0,144
Nigel Oram,mentioned_only,0.0,144
Port Moresby,mentioned_only,0.0,144
Reginald Arthur Vivian,mentioned_only,0.0,144
Yasumasa Tanaka,mentioned_only,0.0,145
Barbara Jefferis,mentioned_only,0.0,177
Belle Alderman,mentioned_only,0.0,177
Donna Rawlins,mentioned_only,0.0,177
Katherine Scholes,mentioned_only,0.0,177
Ken Searle,mentioned_only,0.0,177
Margaret Aitken,mentioned_only,0.0,177
Theatre South,mentioned_only,0.0,177
Toss Gascoigne,mentioned_only,0.0,177
Andrew Hay,mentioned_only,0.0,94
Daniel Matthews,mentioned_only,0.0,94
Gwen Harwood and,mentioned_only,0.0,94
Ian Mudie,mentioned_only,0.0030017428396007,94
John Bray,mentioned_only,0.0,94
R.H. Morrison,mentioned_only,1.8741831191691897e-07,94
William Gosse Hay,mentioned_only,0.0,94
Carolyn Mateer,mentioned_only,0.0,278
Margaret Chisholm,mentioned_only,0.0,278
Nancy Lane,mentioned_only,0.0,278
David Robinson,mentioned_only,0.0,265
Ian Flannery,mentioned_only,0.0,265
Nancy Elizabeth Flannery,mentioned_only,0.0,265
Nancy Robinson,mentioned_only,0.0,265
Paquita Delprat,mentioned_only,0.0,265
A.M. Hertzberg,mentioned_only,0.0,94
Gordon Samuel Keesing,mentioned_only,0.0,94
Nancy Florence Keesing,mentioned_only,0.0,94
Merlyn Myer,mentioned_only,0.0,146
Herbert M. Barker,mentioned_only,0.0,146
Dale Spender,mentioned_only,0.0,216
Denise Guteres,mentioned_only,0.0,216
Derek Van Abbe,mentioned_only,0.0,216
Frank Gare,mentioned_only,0.0,216
Manuela Cannatelli,mentioned_only,0.0,216
Sue Haynes,mentioned_only,0.0,216
Sue Milliken,mentioned_only,0.0,216
Suzanne Falkiner,mentioned_only,0.0,216
Ursula Winant,mentioned_only,0.0,216
Hugh Sockett,mentioned_only,0.0,147
Netta Burns,mentioned_only,0.0,147
Eileen Duggan,mentioned_only,0.0,279
Janet Gertrude,mentioned_only,0.0,279
Kitty Higgins,mentioned_only,0.0,279
Lucille Quinlan,mentioned_only,0.0,279
M. Barnard-Eldershaw,mentioned_only,0.0,279
Nettie Higgins,mentioned_only,0.0,279
Neville Thomas Bonner,mentioned_only,0.0,148
Alison Greenwood,mentioned_only,0.0,160
Brian Dibble,mentioned_only,0.0,160
Bruce Sims,mentioned_only,0.0,160
Caroline Hobhouse,mentioned_only,0.0,160
Clayton Joyce,mentioned_only,0.0,160
David Galeg,mentioned_only,0.0,160
Dinny O'Hearn,mentioned_only,0.0,160
Frances Kiernan,mentioned_only,0.0,160
Gina Pollinger,mentioned_only,0.0,160
Judy Barry,mentioned_only,0.0,160
Kay Ronai,mentioned_only,0.0,160
Literary Papers,mentioned_only,0.0,160
Lynn Allen,mentioned_only,0.0,160
Peg McColl,mentioned_only,0.0,160
Robert Manne,mentioned_only,0.0,160
Rod Moran,mentioned_only,0.0,160
Rosemary Sorensen,mentioned_only,0.0,160
Simon Ambrose,mentioned_only,0.0,160
Dinah Dysart,mentioned_only,0.0,65
George Papaellinas,mentioned_only,0.0001025560914688,65
Janet Parfenovics,mentioned_only,0.0,65
John McPhee,mentioned_only,0.0,65
Johnson Chang,mentioned_only,0.0,65
Kate Jones,mentioned_only,0.0,65
Neil Olson,mentioned_only,0.0,65
Paula Latos-Valier,mentioned_only,0.0,65
Penguin Australia,mentioned_only,0.0,65
Ron Radford,mentioned_only,0.0,65
Yang Wen-i,mentioned_only,0.0,65
Alane Rollings,mentioned_only,0.0,160
Lynn Hard,mentioned_only,0.0,160
Fr Terence Goodall,mentioned_only,0.0,96
Nigel Henry Cockburn Butterley,mentioned_only,0.0,96
John Heaney,mentioned_only,0.0,149
Nigel Morritt Wace,mentioned_only,0.0,149
Sheikh Bagh,mentioned_only,0.0,149
Bruce Chatwin,mentioned_only,0.0,176
Denison Deasey,mentioned_only,4.137075340533751e-05,176
Gino Nibbi,mentioned_only,0.0,176
Peg Hesse,mentioned_only,0.0,176
Richard Adlington,mentioned_only,0.0,176
Shirley Hazzard,mentioned_only,0.0008253319754656,176
Walter Campbell,mentioned_only,0.0,176
Jack Noel Counihan,mentioned_only,0.0,205
Edward Koiko,mentioned_only,0.0,113
Greg Miller,mentioned_only,0.0,113
Nonie O. Sharp,mentioned_only,0.0,113
Mrs Noreen Shelley,mentioned_only,0.0,151
Colin Simpson,mentioned_only,0.0,35
Dr Bartlett,mentioned_only,0.0,35
Evelyn Bartlett,mentioned_only,0.0,35
Hammond Innes,mentioned_only,0.0,35
Manning C. Clark,mentioned_only,0.0,35
Peter Coleman,mentioned_only,0.0,35
Waler Crocker,mentioned_only,0.0,35
Bert Hinkler,mentioned_only,0.0,186
Bill Bostock,mentioned_only,0.0,186
Donald Hardman,mentioned_only,0.0,186
Fergus McMaster,mentioned_only,0.0,186
Gordon Taylor,mentioned_only,0.0,186
Jeannie Gunn,mentioned_only,0.0,201
William Creswell,mentioned_only,0.0,201
Wagga Wagga,mentioned_only,0.0,206
William McKell,mentioned_only,0.0003158185350425,206
Mary Kathleen,mentioned_only,0.0,84
G. Hermon Gill,mentioned_only,0.0,247
Geri Ettinger,mentioned_only,0.0,247
Max Meldrum,mentioned_only,0.0031360541273262,247
Owen Sperling,mentioned_only,0.0,247
Roland Thorp,mentioned_only,0.0,247
W.A. Osborne,mentioned_only,0.0,247
Dorkin White,mentioned_only,0.0,153
Mollie White,mentioned_only,0.0,153
Osmar Egmont,mentioned_only,0.0,153
David J. Henry,mentioned_only,0.0,154
John Kirkpatrick,mentioned_only,0.0,154
Joseph Banks,mentioned_only,0.0,154
Otto Berkelbach,mentioned_only,0.0,154
Pamela van,mentioned_only,0.0,154
Pamela van der,mentioned_only,0.0,154
van der,mentioned_only,0.0,154
Aage Henriksen,mentioned_only,0.0,279
Alex Carey,mentioned_only,0.0,279
Arthur Hughes,mentioned_only,0.0,279
Bill Green,mentioned_only,0.0,279
Bob Cugley,mentioned_only,0.0,279
Bruce Gillespie,mentioned_only,0.0,279
Doris Lessing,mentioned_only,0.0,279
Eivin Borgsmidt,mentioned_only,0.0,279
Elizabeth Jane Howard,mentioned_only,0.0,279
Frank Hainsworth,mentioned_only,0.0,279
Georg Jansen,mentioned_only,0.0,279
Jennifer Owen,mentioned_only,0.0,279
Jessie Mason,mentioned_only,0.0,279
Lawrence Durrell,mentioned_only,0.0,279
Madge Hooper,mentioned_only,0.0,279
Margaret Jones,mentioned_only,0.0005591313263819,176
Peter Innocent,mentioned_only,0.0,279
Roger Hudson,mentioned_only,0.0,279
William Golding,mentioned_only,0.0,279
Alfred Marshall,mentioned_only,0.0,78
Heinz Arndt,mentioned_only,0.0,78
OECD Reviews,mentioned_only,0.0,186
Peter Henry Karmel,mentioned_only,0.0,186
Percy Neville Barnett,mentioned_only,0.0,280
Philip Spencer,mentioned_only,0.0,281
Henrietta Drake-Brockman,mentioned_only,0.0003526339109193,82
Morton Drake-Brockman,mentioned_only,0.0,82
David Low,mentioned_only,1.874194505783401e-05,279
George Lambert,mentioned_only,0.0,279
Phil May,mentioned_only,0.0,279
Will Dyson,mentioned_only,0.0,279
A. Kerridge,mentioned_only,0.0,306
Albion Wiltshire,mentioned_only,0.0,306
Barbara Newman,mentioned_only,0.0,306
Betty Paterson,mentioned_only,0.0,306
Betty) Paterson,mentioned_only,0.0,306
Esther Paterson,mentioned_only,0.0,306
George Hermon Gill,mentioned_only,0.0,306
Hugh Paterson,mentioned_only,0.0,306
James Penberthy,mentioned_only,0.0,306
John Ford Paterson,mentioned_only,0.0,306
Claire Parkes,mentioned_only,0.0,52
Harry Scholer,mentioned_only,0.0,52
J. Fahey,mentioned_only,0.0,52
Patricia Canty,mentioned_only,0.0,52
R.J. Hawke,mentioned_only,0.0,52
Pamela Gutman,mentioned_only,0.0,155
Sandra Harding,mentioned_only,0.0,155
Anderson Award,mentioned_only,0.0,94
John Murray,mentioned_only,0.0,94
Alex Xenophon Demirjian Gray,mentioned_only,0.0,176
Alice Halmagyi,mentioned_only,0.0,176
Alison Janet Sherrington,mentioned_only,0.0,176
Alison Sherrington,mentioned_only,0.0,176
Bass Hill,mentioned_only,0.0,176
Elizabeth Falkenberg,mentioned_only,0.0,176
Fay Gervasoni,mentioned_only,0.0,176
James Waites,mentioned_only,0.0,176
John Harris,mentioned_only,0.0,176
MS 9982,mentioned_only,0.0,176
MS Acc09.182,mentioned_only,0.0,176
Manoly Lascaris,mentioned_only,0.0,176
Manoly Lascaris',mentioned_only,0.0,176
Mrs Boswell Brown,mentioned_only,0.0,176
Mrs Stone',mentioned_only,0.0,176
Nancy Fletcher,mentioned_only,0.0,176
Neville Kenneth Wran,mentioned_only,0.0,176
Neville Wran,mentioned_only,0.0045613439304102,276
Patrick White ,mentioned_only,0.0,176
Patrick White',mentioned_only,0.0,176
Vincent Price,mentioned_only,0.0,176
Alan Ross,mentioned_only,0.0,94
Beth Macdougall,mentioned_only,0.0,94
Christine White,mentioned_only,0.0,94
Grant Watson,mentioned_only,0.0,94
Josephine Spence,mentioned_only,0.0,94
Sarah Mattocks,mentioned_only,0.0,94
Paul Haugh,mentioned_only,0.0,52
Billy Jones,mentioned_only,0.0,156
Luke Beesley,mentioned_only,0.0,156
Marissa Newell,mentioned_only,0.0,156
Paul Alan Hardacre,mentioned_only,0.0,156
Andrew Olle,mentioned_only,0.0,73
Annette Olle,mentioned_only,0.0,73
Brian Gore,mentioned_only,0.0,73
Allen Mears,mentioned_only,0.0,206
Carol Robinson,mentioned_only,0.0,206
Edward Knox,mentioned_only,0.0,206
Enid Lyons,mentioned_only,0.0,206
Ewen Waterman,mentioned_only,0.0,206
Hugh Rain,mentioned_only,0.0,206
Joan Counihan,mentioned_only,0.0,206
John Bunting,mentioned_only,0.0,206
John Grimwade,mentioned_only,0.0,206
Kevin Kelly,mentioned_only,0.0,206
Lewis Ambrose,mentioned_only,0.0,206
Mel Pratt,mentioned_only,8.469489155548151e-05,82
Stanis McGuire,mentioned_only,0.0,206
Wilfrid Kent Hughes,mentioned_only,0.0,206
Buckley Castieau,mentioned_only,0.0,94
D.M. Dow,mentioned_only,0.0,94
G.W. Lambert,mentioned_only,0.0,94
John Buckley Castieau,mentioned_only,0.0,94
Melbourne Gaols,mentioned_only,0.0,94
Beverley Biglia,mentioned_only,0.0,282
Donald DeBats,mentioned_only,0.0,282
Linda Butler,mentioned_only,0.0,282
Paul Francis Bourke,mentioned_only,0.0,282
Penelope J. Nelson,mentioned_only,0.0,160
Penny Nelson,mentioned_only,0.0,160
Coleman P. Hyman,mentioned_only,0.0,157
Percy J. Marks,mentioned_only,0.0,157
Arthur Spyrou,mentioned_only,0.0,179
Catherine Bateson,mentioned_only,0.0,179
Ivor Indyk,mentioned_only,0.0,179
Laurence Gay,mentioned_only,0.0,179
Michael Wright Poetry Prize,mentioned_only,0.0,179
Poesia Contemporanea,mentioned_only,0.0,179
Bill Peach,mentioned_only,0.0,40
Deborah Rogers,mentioned_only,0.0,40
Frank Thompson,mentioned_only,0.0,40
Jack Maggs,mentioned_only,0.0,40
Meril Yule,mentioned_only,0.0,40
Noni Brahm,mentioned_only,0.0,40
Peter Philip Carey,mentioned_only,0.0,40
Van Ikin,mentioned_only,0.0,40
Alan McLean,mentioned_only,0.0,116
Ann Richter,mentioned_only,0.0,116
Catherine Snowden,mentioned_only,0.0,116
Chris Pugsley,mentioned_only,0.0,116
Ian Duffield,mentioned_only,0.0,116
Jim Henderson,mentioned_only,0.0,116
John Herouvim,mentioned_only,0.0,116
John Hirst,mentioned_only,5.73299292562078e-05,160
John Simpson Kirkpatrick,mentioned_only,0.0,116
Martin Sparrow',mentioned_only,0.0,116
Paul Fussell,mentioned_only,0.0,116
Peter J. Cochrane,mentioned_only,0.0,116
Peter Stanley,mentioned_only,0.0,116
Ian Black,mentioned_only,0.0,158
Michael Clohesy,mentioned_only,0.0,158
Peter Trebilco,mentioned_only,0.0,158
Peter de Waal,mentioned_only,0.0,158
Sue Wills,mentioned_only,0.0,158
Rex Connor,mentioned_only,0.0,276
Tirath Khemlani,mentioned_only,0.0,276
Frank Farmer,mentioned_only,0.0,94
Harold Cedric,mentioned_only,0.0,94
Peter Lecky,mentioned_only,0.0,94
Vivian Crockett,mentioned_only,0.0,94
Peter Sutherland,mentioned_only,0.0,283
William Lucas,mentioned_only,0.0,252
Bob Gollan,mentioned_only,0.0,284
Eric Fry,mentioned_only,0.0,284
Eric Fry Funeral Photos,mentioned_only,0.0,284
Alan Martin,mentioned_only,0.0,159
Bede Nairn,mentioned_only,0.0,159
William McMillan,mentioned_only,0.0,159
Brian O'Shaughnessy,mentioned_only,0.0,78
Claude Marks,mentioned_only,0.0,78
Desmond O'Shaughnessy,mentioned_only,0.0,78
Dorothy Bradley,mentioned_only,0.0,78
Germaine Greer,mentioned_only,0.0,78
Ian Rose,mentioned_only,0.0,78
Joseph Holt,mentioned_only,0.0,78
Louis Cullen,mentioned_only,0.0,78
Margaret Beveridge,mentioned_only,0.0,78
Nora O'Shaughnessy,mentioned_only,0.0,78
Peter O'Shaughnessy,mentioned_only,0.0,78
Samuel Beckett,mentioned_only,0.0054837581993757,78
Sylvia Buzzard (Lock,mentioned_only,0.0,78
Theatre II,mentioned_only,0.0,78
Wynn Roberts,mentioned_only,0.0,78
Christopher Barker,mentioned_only,0.0,160
Don Banks,mentioned_only,0.000223294800451,96
Douglas Houston,mentioned_only,0.0,160
Jacky Simms,mentioned_only,0.0,160
Julian Barnes,mentioned_only,0.0,160
Liu Hongbin,mentioned_only,0.0,160
Luke Davies,mentioned_only,0.0,160
Morag Fraser,mentioned_only,0.0,160
Peter Craven,mentioned_only,0.0,160
Ronald Ewart,mentioned_only,0.0,160
Ros Pesman,mentioned_only,0.0,160
Trish Covell,mentioned_only,0.0,160
Brian Seidel,mentioned_only,0.0,176
David Dallwitz,mentioned_only,0.0,176
Pam Cleland,mentioned_only,0.0,176
Terra Australis',mentioned_only,0.0,176
Charles Perkins,mentioned_only,0.0,285
Kerryn Goldsworthy,mentioned_only,0.0,160
Mary Jo Salter,mentioned_only,0.0,160
Michael Shmith,mentioned_only,0.0,160
Alfred Conlon,mentioned_only,0.0,116
B. A. Santamaria,mentioned_only,0.0,116
Jack Bellow,mentioned_only,0.0,116
Sgt Major,mentioned_only,0.0,116
Susan Ryan,mentioned_only,0.0001547524275171,64
William Macmahon Ball,mentioned_only,0.0,116
Zelman Cowen,mentioned_only,0.0040769301796406,116
John G. Gorton,mentioned_only,0.0,286
Ann Boyd,mentioned_only,0.0,96
Benjamin Britten,mentioned_only,0.0,96
Bernard Heinze,mentioned_only,0.0,96
Peggy van Praagh,mentioned_only,0.0,96
Port Essington,mentioned_only,0.0,96
Robert Helpmann,mentioned_only,0.0,96
Roger Covell,mentioned_only,0.0,96
Ross Edwards,mentioned_only,0.0,96
Bernard Leach,mentioned_only,0.0,161
Shoji Hamada,mentioned_only,0.0,161
Debuchi Goodwill Mission,mentioned_only,0.0,52
Peter Russo,mentioned_only,0.0,52
Peter Vasquez Russo,mentioned_only,0.0,52
Vera Burgman,mentioned_only,0.0,52
the Kokusai Bunka Shinkokai,mentioned_only,0.0,52
Donald Ian McDonald,mentioned_only,0.0,162
Frank Shellard,mentioned_only,0.0,162
Martin Brennan,mentioned_only,0.0,162
A.D. Hope,mentioned_only,0.0003223148167058,94
Andrew Sant,mentioned_only,0.0,160
Ann Vickery,mentioned_only,0.0,160
John Lucas,mentioned_only,0.0,160
Philip Stirling,mentioned_only,0.0,160
Senior Lecturer,mentioned_only,0.0,160
A.P. Elkin,mentioned_only,7.062038889186298e-06,82
F. Davison,mentioned_only,0.0,82
G.W. Wicking,mentioned_only,0.0,82
H.G. Lamond,mentioned_only,0.0,82
Mrs Aeneas Gunn,mentioned_only,0.0,82
P.G. Taylor,mentioned_only,0.0,82
Philip Sydney Whelan,mentioned_only,0.0,82
R.B. Plowman,mentioned_only,0.0,82
Walter Iago,mentioned_only,0.0,82
Barrry Humphries,mentioned_only,0.0,78
Brian Burke,mentioned_only,0.0,78
Cecil Holmes,mentioned_only,0.0,78
Dick Smith,mentioned_only,0.0,78
Don Chipp,mentioned_only,0.0,78
Don Dunstan,mentioned_only,0.0,78
Donald Conway,mentioned_only,0.0,78
Eric Butler,mentioned_only,0.0,78
Gabrielle Lord,mentioned_only,0.0,78
Gareth Evans,mentioned_only,0.0,78
Graham Kennedy,mentioned_only,0.0,78
Jim Cairns,mentioned_only,0.0028292077097564,78
Jim McLelland,mentioned_only,0.0,78
John Cain,mentioned_only,0.0,78
MS Acc04.125a,mentioned_only,0.0,78
MS Acc04.228,mentioned_only,0.0,78
MS Acc10.036,mentioned_only,0.0,78
Phillip Andrew Hedley Adams,mentioned_only,0.0,78
Kim Philby,mentioned_only,0.0,163
Phillip George Knightley,mentioned_only,0.0,163
Lady MacMillan,mentioned_only,0.0,164
P. Harris,mentioned_only,0.0,164
P. L. Harris,mentioned_only,0.0,164
Philip Harris,mentioned_only,0.0,164
Phillip Harris,mentioned_only,0.0,164
Simon Leys - from,mentioned_only,0.0,252
Bill Hart-Smith,mentioned_only,0.0,279
John Croyston,mentioned_only,0.0,279
Boyce Gibson,mentioned_only,0.0,252
Carl Hempel,mentioned_only,0.0,252
Emile Grunberg,mentioned_only,0.0,252
Eugene Freeman,mentioned_only,0.0,252
Herbert Spiegelberrg,mentioned_only,0.0,252
I.C. Jarvie,mentioned_only,0.0,252
J.D. Swamidasan,mentioned_only,0.0,252
L.J. Russell,mentioned_only,0.0,252
NLA MS 6937,mentioned_only,0.0,252
Norman Franklin,mentioned_only,0.0,252
Peter Davison-Galle,mentioned_only,0.0,252
W.R. Boyce Gibson,mentioned_only,0.0,252
Alys Hungerfold,mentioned_only,0.0,82
Dorothea Mackellar,mentioned_only,0.0,82
Elsie Cole,mentioned_only,0.0,82
F.T.B. Macartney,mentioned_only,0.0,82
Gilbert M. Wallace,mentioned_only,0.0,82
H.E. Boote,mentioned_only,0.0,82
H.W. Stewart,mentioned_only,0.0,82
J. Le Gay Brereton,mentioned_only,0.0,82
J.B. O'Hara,mentioned_only,0.0,82
L.H. Allen,mentioned_only,0.000157450330397,82
Llywellyn Lucas,mentioned_only,0.0,82
Louis Lavater,mentioned_only,0.0,82
R.D. Fitzgerald,mentioned_only,4.294631138628585e-05,94
Ruth Bedford,mentioned_only,0.0,82
Bernard Hickey,mentioned_only,0.0,179
Colin Shingleton,mentioned_only,0.0,179
Evan Jones,mentioned_only,0.0,179
F. Gore,mentioned_only,0.0,179
Graeme Kinross-Smith,mentioned_only,0.0,179
John Wain,mentioned_only,0.0,179
M. Bardos,mentioned_only,0.0,179
Norman Hidden,mentioned_only,0.0,179
Peter Redgrove,mentioned_only,0.0,179
Peter Steele,mentioned_only,0.0,179
Robin Rennie,mentioned_only,0.0,179
Ronald Albert Simpson,mentioned_only,0.0,179
Tim Bass,mentioned_only,0.0,179
Jean Lillian Sinclair,mentioned_only,0.0,165
Jean Sinclair,mentioned_only,0.0,165
Jean Whitla,mentioned_only,0.0,165
John Flynn,mentioned_only,0.0,165
MS Acc12.146,mentioned_only,0.0,165
Robert Bruce Plowman,mentioned_only,0.0,165
Samuel Walker Griffith,mentioned_only,0.0,287
Alison Summers,mentioned_only,0.0,160
Robert Francis,mentioned_only,0.0,160
Eldon Branda,mentioned_only,0.0,84
A. H. Stuart,mentioned_only,0.0,166
Arthur Wynne,mentioned_only,0.0,166
F. W. Tonkin,mentioned_only,0.0,166
Gordon B. Rolph,mentioned_only,0.0,166
Irvine Douglas,mentioned_only,0.0,166
Joseph Lyons',mentioned_only,0.0,166
R. H. Henderson,mentioned_only,0.0,166
Rod Fishers',mentioned_only,0.0,166
Vincent Fairfax,mentioned_only,0.0,166
Robert Kent Wilson,mentioned_only,0.0,288
Expedition Botanist,mentioned_only,0.0,167
MS Acc09.111,mentioned_only,0.0,167
